title,main_story
Burn:Cycle,2.5
Burning Daylight,0.7
Burning Fight,0.5833333333333334
Burning Rangers,2.5
Burning Rival,0.25
Burning Road,4.0
Burning Soldier,0.25
Burnout,8.5
Burnout 2: Point of Impact,10.5
Burnout 3: Takedown,14.0
Burnout Dominator,14.0
Burnout Legends,7.0
Burnout Paradise,13.5
Burnout Paradise - Big Surf Island,8.0
Burnout Paradise Remastered,11.5
Burnout Revenge,18.0
Burrito Bison: Launcha Libre,6.5
"Bury me, my Love",2.5
Bus Driver,7.0
Bushido Blade,2.0
Bushido Blade 2,1.0
Business Clicker,2.0
Bust Out,1.5
Bust a Groove,3.0
Bust a Groove 2,5.5
Bust a Move '99,0.7333333333333333
Bust-A-Move 2: Arcade Edition,0.6666666666666666
Bust-A-Move 3000,1.0
Bust-A-Move Bash!,3.5
Bust-a-Move 4,2.5
Bust-a-Move Universe,2.5
Buster Bros.,0.9333333333333333
But to Paint a Universe,4.0
Butcher (2016),2.5
Buzz Aldrin's Space Program Manager,11.5
Buzz!: Master Quiz,2.0
Buzz!: Quiz TV,1.5
Buzz!: Quiz World,4.0
Bébé's Kids,1.5
C-12: Final Resistance,4.5
C-RUSH,0.5833333333333334
C. Kane,2.0
C2: Judgement Clay,0.7833333333333333
C2H6O,0.25
C: The Contra Adventure,2.0
CASE: Animatronics,3.0
CAT Interstellar,0.85
CAYNE,2.5
CIMA: The Enemy,14.5
CJ's Elephant Antics,0.9166666666666666
CLARC,7.5
CRACKHEAD,0.6666666666666666
CRAP! No One Loves Me,2.0
CRYPTARK,4.5
CSI: 3 Dimensions of Murder,6.0
CSI: Crime Scene Investigation,3.5
CSI: Dark Motives,6.0
CSI: Deadly Intent,6.5
CSI: Deadly Intent - The Hidden Cases,5.5
CSI: Fatal Conspiracy,8.0
CSI: Hard Evidence,6.0
CSI: Miami,6.0
CSI: NY,4.0
CSI: Unsolved,4.0
CT Special Forces,2.0
CT Special Forces 2: Back in the Trenches,2.5
CT Special Forces: Fire for Effect,5.5
CUPID (2016),4.0
Cabal,0.4666666666666667
Cabbage Patch Kids: The Patch Puppy Rescue,0.3
Cabela's African Adventures,5.5
Cabela's Big Game Hunter (2007),10.0
Cabela's Big Game Hunter 2010,6.0
Cabela's Big Game Hunter 2012,4.0
Cabela's Big Game Hunter: Pro Hunts,10.5
Cabela's Dangerous Hunts 2,2.0
Cabela's Dangerous Hunts 2011,4.0
Cabela's Dangerous Hunts 2013,2.5
Cabela's North American Adventures,8.5
Cabela's Outdoor Adventures,7.0
Cabela's Survival: Shadows of Katmai,2.5
Cadash,1.0
Cadillacs and Dinosaurs,1.5
Caesar II,6.0
Caesar III,30.0
Caesar IV,16.0
Caesar's Day Off,0.08333333333333333
Cahors Sunset,0.5
Cake Mania,5.0
Cake Mania 3,10.0
Caladrius,0.6666666666666666
Caladrius Blaze,0.8666666666666667
Calcu-Late,0.6666666666666666
Calendula,0.8833333333333333
California Games,2.0
California Games II,0.3333333333333333
Californium,2.5
Caligo,0.9666666666666667
Call of Cthulhu: Dark Corners of the Earth,12.0
Call of Cthulhu: Prisoner of Ice,3.5
Call of Cthulhu: Shadow of the Comet,6.0
Call of Cthulhu: The Official Video Game,8.0
Call of Cthulhu: The Wasted Land,9.0
Call of Duty,7.0
Call of Duty 2,8.5
Call of Duty 2: Big Red One,7.0
Call of Duty 3,8.0
Call of Duty 4: Modern Warfare,7.0
Call of Duty Classic,8.0
Call of Duty: Advanced Warfare,7.0
Call of Duty: Black Ops,7.0
Call of Duty: Black Ops II,7.0
Call of Duty: Black Ops II - Apocalypse DLC,2.0
Call of Duty: Black Ops II - Vengeance DLC,0.25
Call of Duty: Black Ops III,9.0
Call of Duty: Black Ops: Declassified,1.5
Call of Duty: Finest Hour,7.0
Call of Duty: Ghosts,6.0
Call of Duty: Heroes,4.0
Call of Duty: Infinite Warfare,7.0
Call of Duty: Modern Warfare - Mobilized,5.5
Call of Duty: Modern Warfare - Reflex Edition,7.0
Call of Duty: Modern Warfare - Remastered,6.0
Call of Duty: Modern Warfare 2,6.5
Call of Duty: Modern Warfare 3,6.0
Call of Duty: Modern Warfare 3 - Defiance,5.5
Call of Duty: Roads to Victory,5.0
Call of Duty: Strike Team,2.0
Call of Duty: United Offensive,5.5
Call of Duty: WWII,6.5
Call of Duty: World at War,7.5
Call of Duty: World at War - Final Fronts,4.5
Call of Juarez,8.0
Call of Juarez: Bound in Blood,8.0
Call of Juarez: Gunslinger,5.0
Call of Juarez: The Cartel,7.0
Call to 10,0.9
Callahan's Crosstime Saloon,9.5
Calling,9.0
Calling All Cars!,3.0
Cally's Caves 3,6.0
Cally's Trials,5.0
Calm Time,0.25
Calvino Noir,4.5
Camera Obscura,7.5
Camp Sunshine,2.5
Campfire Cooking,4.0
Can You Escape,1.5
Canabalt,0.5
Candle: The Power of the Flame,8.0
Candleman,4.5
Candles,0.25
Candy Box 2,2.0
Candy Crush Soda Saga,100.0
Cannon Brawl,2.0
Cannon Fodder,4.0
Cannon Fodder 3,10.0
Cannon Spike,5.0
Canvaleon,8.0
Canyon Capers,4.5
Capcom Beat 'Em Up Bundle,6.5
Capcom Fighting Evolution,3.5
Capcom vs. SNK 2 EO,0.7833333333333333
Capcom vs. SNK 2: Mark of the Millennium 2001,1.0
Capcom vs. SNK: Millennium Fight 2000,0.35
Capcom vs. SNK: Millennium Fight 2000 Pro,0.5166666666666667
Capsized,4.0
Capsule,1.5
Capt'n Havoc,3.0
Captain America and The Avengers,1.5
Captain America: Super Soldier,6.0
Captain Commando,0.75
Captain Morgane and the Golden Turtle,7.0
Captain Rainbow,3.0
Captain Silver,1.5
Captain Skyhawk,2.5
Captain Toad: Treasure Tracker,7.0
Captain Toad: Treasure Tracker - Special Episode DLC,2.0
Captain Tsubasa 3: Koutei no Chousen,9.0
Captain Tsubasa Vol. II: Super Striker,15.5
Captive,7.0
Car Battler Joe,14.0
Car Mechanic Simulator 2014,9.5
Car Mechanic Simulator 2015,10.5
Car Mechanic Simulator 2018,28.0
Car Quest,7.5
Caravan,9.0
Caravanserail,0.6666666666666666
Carcassonne (2007),3.5
Carcassonne (2011),0.2833333333333333
Carcassonne - Tiles & Tactics,0.3333333333333333
Card City Nights,9.5
Card City Nights 2,7.0
Card Quest (2017),24.0
Cardinal Cross,8.0
Cardinal Quest,1.0
Cardinal Quest II,4.0
Cardinal Syn,5.0
Cargo Commander,12.0
Cargo Cult: Shoot'n'Loot VR,0.75
Cargo! - The Quest for Gravity,6.5
Carmageddon,11.0
Carmageddon II: Carpocalypse Now,10.0
Carmageddon TDR 2000,12.0
Carmageddon: Max Damage,14.5
Carmageddon: Max Pack,23.0
Carmageddon: Reincarnation,18.0
Carmen Sandiego: The Secret of the Stolen Drums,8.5
CarnEvil,0.7166666666666667
Carnival,0.25
Carnival Games,0.75
Carnivores: Dinosaur Hunter Reborn,1.5
Carpe Diem,0.25
Carpe Diem: Reboot,4.5
Carrier,9.5
Carrier Command: Gaea Mission,15.0
Carrier Deck,14.0
Cars (2006),6.5
Cars 2,4.5
Cars 3: Driven to Win,6.0
Cars: Mater-National Championship,4.0
Cars: Race-O-Rama,4.5
Cars: Radiator Springs Adventures,2.0
Cars: Toon - Mater's Tall Tales,2.0
Cart Life,4.0
Cartoon Network Speedway,0.9333333333333333
Cartoon Network: Battle Crashers,4.0
Cartoon Network: Punch Time Explosion,3.0
Carwash Tycoon,0.3333333333333333
Case #8,1.0
Case #9,0.5
Casper,2.0
Casper: Friends Around the World,5.0
Casper: Spirit Dimensions,4.5
Caster,2.0
Castle Clash,12.5
Castle Conqueror EX,7.5
Castle Crashers,7.0
Castle Shikigami 2,1.5
Castle Werewolf,2.5
Castle Wolfenstein,2.5
Castle in the Darkness,5.5
Castle of Dr. Brain,4.0
Castle of Dragon,0.4166666666666667
Castle of Heart,10.0
Castle of Illusion Starring Mickey Mouse,2.0
Castle of Illusion Starring Mickey Mouse (2013),2.5
Castle of Shikigami III,0.9
Castle of no Escape 2,8.0
CastleMiner Z,11.5
CastleStorm,7.0
Castlequest (1989),2.0
Castles (1992),16.0
Castles II: Siege and Conquest,8.0
Castles in the Sky,0.25
Castlevania,3.0
Castlevania (Nintendo 64),9.5
Castlevania Chronicles,3.5
Castlevania II: Belmont's Revenge,2.0
Castlevania II: Simon's Quest,4.0
Castlevania III: Dracula's Curse,4.0
Castlevania Judgment,4.0
Castlevania Legends,1.5
Castlevania Puzzle: Encore of the Night,7.0
Castlevania Special: I'm Kid Dracula!,1.5
Castlevania: Aria of Sorrow,7.0
Castlevania: Bloodlines,2.0
Castlevania: Circle of the Moon,10.0
Castlevania: Curse of Darkness,13.5
Castlevania: Dawn of Sorrow,10.0
Castlevania: Dracula X,3.0
Castlevania: Harmony of Despair,10.5
Castlevania: Harmony of Dissonance,8.0
Castlevania: Lament of Innocence,8.5
Castlevania: Legacy of Darkness,10.0
Castlevania: Lords of Shadow,18.0
Castlevania: Lords of Shadow - Mirror of Fate,9.0
Castlevania: Lords of Shadow - Mirror of Fate HD,8.0
Castlevania: Lords of Shadow - Resurrection DLC,1.5
Castlevania: Lords of Shadow - Reverie DLC,2.0
Castlevania: Lords of Shadow - Ultimate Edition,19.0
Castlevania: Lords of Shadow 2,15.0
Castlevania: Lords of Shadow 2 - Revelations DLC,2.5
Castlevania: Order of Ecclesia,11.0
Castlevania: Order of Shadows,0.9833333333333333
Castlevania: Portrait of Ruin,10.0
Castlevania: Rondo of Blood,3.5
Castlevania: Simon's Destiny,6.0
Castlevania: Symphony of the Night,8.5
Castlevania: The Adventure,1.5
Castlevania: The Adventure ReBirth,3.5
Castlevania: The Dracula X Chronicles,6.0
Cat Bird,2.0
Cat Burglar: A Tail of Purrsuit,0.5333333333333333
Cat Girl Without Salad: Amuse-Bouche,0.7833333333333333
Cat Quest,6.0
Cat in Japan,0.3333333333333333
Cat on a Diet,1.5
Catacomb 3-D,3.0
Catacomb Abyss,2.5
Catacomb Apocalypse,1.5
Catacomb Armageddon,2.0
Catan (2008),7.0
Catan: Creator's Edition,16.0
Catastronauts,6.0
Catch Canvas,3.0
Cate West: The Vanishing Files,7.0
Cateau,0.4166666666666667
Catechumen,4.0
Catherine,13.0
Catherine: Full Body,11.5
Catlateral Damage,1.5
Catwoman,6.0
Catz,1.5
Causality,0.3
Causality 2,0.25
Causality 3,0.31666666666666665
Causality 4,0.43333333333333335
Cause of Death: Can you Catch the Killer?,56.0
Cave Noire,3.0
Cave Story,7.0
Cave Story 3D,6.5
Cave Story+,6.5
Caveblazers,37.0
Cavern Commander,0.11666666666666667
Cavern Escape,3.0
Caverns of the Snow Witch,2.5
Cel Damage,3.0
Celebrity Deathmatch,2.0
Celeste,8.0
Celeste Classic,0.5333333333333333
Celestial Crossing,2.0
Celestial Mechanica,2.0
Celestian Tales: Old North,6.5
Celia's Quest,8.0
CellFactor: Psychokinetic Wars,5.0
Cellar,0.5333333333333333
Celtic Kings: Rage of War,40.0
Center Ring Boxing,9.5
Centipede (1980),1.5
Centipede: Infestation,4.0
Centurion: Defender of Rome,4.5
Ceress and Orea,0.5
Ceville,8.0
Chack'n Pop,1.0
Chains,2.0
Chainsaw Warrior,3.0
Chainsaw Warrior: Lords of the Night,2.0
Chalk,0.8
Challenge of the Dragon,0.6333333333333333
Chamber of the Sci-Mutant Priestess,0.8333333333333334
Chameleon (2005),10.0
Chameleon Twist,2.0
Chameleon Twist 2,3.0
Champion of the Gods,4.0
Champions of Anteria,14.0
Champions of Krynn,17.0
Champions of Norrath,16.0
Champions: Return to Arms,17.0
Championship Manager 2008,8.5
Championship Snowboarding 2004,6.0
Chantelise - A Tale of Two Sisters,10.0
Chaos Break,3.0
Chaos Code,0.4166666666666667
Chaos Control,0.8333333333333334
Chaos Domain,4.5
Chaos Legion,13.0
Chaos Overlords,4.0
Chaos Rings,11.5
Chaos Rings II,21.5
Chaos Rings III,63.0
Chaos Rings Omega,9.0
Chaos on Deponia,10.0
Chaos;Child,27.5
Chaos;Head,22.5
Chaotic Shadow Warriors,7.0
Chariot,13.5
Chariot: Adventure through the Sky,0.5666666666666667
Charlie Murder,6.0
Charlie's Adventure,1.5
Charlie's Angels,3.0
Chase H.Q.,0.5333333333333333
Chase H.Q. 2,1.5
Chase: Cold Case Investigations - Distant Memories,1.5
Chaser,13.5
Chasing Aurora,1.0
Chasing Dead,5.0
Chasm,8.5
Chasm: The Rift,4.0
Cheats 4 Hire,3.5
Checkered Flag,2.5
Cheeky Chooks,3.5
Cheetahmen II,0.2833333333333333
Chef Solitaire: USA,17.0
Chernobyl Commando,2.5
Chernobyl: Terrorist Attack,2.5
Cherry Tree High Comedy Club,3.5
Cherry Tree High I! My! Girls!,2.0
Chess (Android),1.0
Chessaria: The Tactical Adventure,6.0
Chessmaster 3000,2.0
Chessmaster Live,1.0
Chester Cheetah: Too Cool to Fool,1.5
Chex Quest,0.6666666666666666
Chex Quest 2: Flemoids Take Chextropolis,0.4666666666666667
Chex Quest 3,0.6666666666666666
Chibi-Robo!,12.5
Chibi-Robo! Zip Lash,11.0
Chibi-Robo!: Park Patrol,10.0
Chicago 1930,6.5
Chicago 90,0.25
Chicken Invaders 2: The Next Wave Remastered,1.0
Chicken Invaders 3: Revenge of the Yolk,11.0
Chicken Invaders 4: Ultimate Omelette,2.5
Chicken Invaders: Cluck of the Dark Side,3.5
Chicken Little,3.5
Chicken Run,4.0
Chicken Shoot 2,0.38333333333333336
Child of Eden,4.0
Child of Light,11.0
Children of Mana,16.0
Children of Zodiarcs,15.0
Chime,2.5
Chime Super Deluxe,4.0
Chimera Beast,0.5
Chip,5.0
Chip 'n Dale Rescue Rangers,1.0
Chip 'n Dale Rescue Rangers 2,1.0
Chiptune Champion,2.0
Chisel,1.0
Cho Aniki,2.5
Cho Dengeki Stryker,5.5
Choaniki: Kyuukyoku Muteki Ginga Saikyou Otoko,1.5
Chocobo Panic Space,8.0
Chocobo Panic XMAS,3.0
Chocobo Racing,2.0
Chocobo's Dungeon 2,18.0
Chocobo's Mystery Dungeon: Every Buddy!,17.0
Chocolate Castle,9.0
Choice of Alexandria,1.0
Choice of Kung Fu,2.5
Choice of Magics,8.0
Choice of Robots,2.0
Choice of Romance: Affairs of the Court,2.0
Choice of the Deathless,2.0
Choice of the Dragon,0.5
Choice of the Pirate,2.5
Chompy Chomp Chomp,3.0
Choplifter HD,5.5
Choplifter II,2.5
Choplifter III,2.0
Choplifter!,2.0
Chopper Attack,10.0
Chou-jikuu Yousai Macross,0.8
Choujin Sentai Jetman,0.45
Christmas Adventure: Candy Storm,1.0
Christmas Cat,0.25
Christmas NiGHTS into Dreams...,0.7
Chroma Squad,13.0
ChromaGun,4.0
Chrome,15.5
Chrome: SpecForce,6.0
Chromehounds,10.0
Chronicle of the Radia War,15.0
Chronicles of Magic: Divided Kingdoms,3.0
Chronicles of Mystery: Curse of the Ancient Temple,2.5
Chronicles of Mystery: The Legend of the Sacred Treasure,2.5
Chronicles of Mystery: The Scorpio Ritual,4.5
Chronicles of Mystery: The Tree of Life,7.0
Chronicles of a Dark Lord: Episode 1 - Tides of Fate,18.0
Chronicles of the Witches and Warlocks,2.5
Chronicon,10.0
Chrono Cross,37.0
Chrono Trigger,23.0
ChronoClock,10.0
Chronomaster,8.0
Chronos,12.0
Chronus Arc,9.5
ChuChu Rocket!,2.5
ChuSingura46+1 S,26.0
Chuchel,2.0
Chuck Rock,0.6166666666666667
Chuck Rock II: Son of Chuck,2.0
Chuck's Challenge 3D,9.5
Chuckie Egg,1.0
Chuckie Egg 2017,1.0
Chulip,12.5
Chuusotsu! 1st Graduation: Time After Time,9.0
Cibele,1.0
Cinderella Escape 2: Revenge,1.5
Cinderella Escape!,2.0
Cinderella Phenomenon,7.0
Cinders,3.5
Circa Infinity,5.0
Circadia,2.0
Circles,0.9833333333333333
Circuit's Edge,13.0
Circuits,3.0
Circus,0.7
Circus Charlie,0.3333333333333333
Citalis,2.0
Cities XL Platinum,20.0
Cities in Motion,22.5
Cities in Motion 2,44.5
Cities: Skylines,23.5
Citizens of Earth,14.0
City Connection,1.0
City Crisis,2.0
City Life,30.0
City Of Brass,6.0
City of Chains,7.0
CivCity: Rome,9.0
Civil Engineering Simulator,1.0
Cladun: This is an RPG,16.0
Claire: Extended Cut,3.0
Clandestine,6.5
Clandestinity of Elsie,3.0
Clannad,66.5
Clash at Demonhead,2.5
Clash of Clans,21.0
Clash of the Titans,13.0
Clash'N Slash,5.0
Class of Heroes,40.0
Class of Heroes 2,26.0
Classic Sudoku PRO,33.0
Classified: The Sentinel Crisis,3.0
Claw (1997),5.0
Clawface,3.0
ClayFighter,1.0
ClayFighter 63 1/3,0.5333333333333333
ClayFighter: Tournament Edition,1.5
Claymates,4.5
Clear Vision,0.5
Cleopatra Fortune,4.0
Cleopatra: Queen of the Nile,69.5
Click the Frog,0.08333333333333333
Clickr,4.0
Cliffhanger,0.5166666666666667
Climbey,1.0
Clive Barker's Jericho,7.0
Clive Barker's Undying,10.5
Clock Tower (1995),2.5
Clock Tower (1996),2.5
Clock Tower 3,5.5
Clock Tower II: The Struggle Within,5.0
Clockwise (2017),2.0
Clockwork Empires,1.0
Clockwork Knight,2.0
Clockwork Knight 2,2.0
Clockwork Tales: Of Glass and Ink,3.0
Clockwork: Three Tapes,0.5
Clone Drone in the Danger Zone,0.8833333333333333
Cloning Clyde,5.0
Close Combat: A Bridge Too Far,11.0
Close To The Sun,4.0
Close Your Eyes,2.0
Closers (2017),75.5
Closure,6.0
Cloud,1.5
Cloud Master,1.5
Cloudberry Kingdom,8.0
Cloudbuilt,5.0
Cloudy with a Chance of Meatballs,5.0
Clown House,0.08333333333333333
Clu Clu Land,0.5
Club Life,2.0
Club Penguin: Elite Penguin Force,4.0
Clubhouse Games,20.0
Clue (1992),0.7333333333333333
Clue (1998),2.5
ClusterPuck 99,0.4
Clustertruck,3.5
Clutch,7.0
CoD of Duty,0.25
Cobi Treasure,0.4166666666666667
Cobra Triangle,1.0
Cocona World,12.5
Coconut Queen,6.0
Cocoron,1.5
Cocoto Kart Racer,3.0
Code Fred: Survival Mode,0.08333333333333333
Code Lyoko,6.5
Code Lyoko: Fall of X.A.N.A.,15.0
Code Lyoko: Quest for Infinity,6.5
Code Name: S.T.E.A.M.,21.0
Code Name: Viper,2.0
Code of Honor 2: Conspiracy Island,2.0
Code of Honor 3: Desperate Measures,3.0
Code of Honor: The French Foreign Legion,2.0
Code of Princess,5.5
Code: Realize - Bouquet of Rainbows,14.0
Code: Realize - Future Blessings,2.0
Code: Realize - Guardian of Rebirth,11.0
Code:Realize - Wintertide Miracles,5.0
Coded Arms,6.0
Coded Arms: Contagion,10.5
Codename: Gordon,1.0
Codename: Kids Next Door - Operation: V.I.D.E.O.G.A.M.E.,6.0
Codename: Outbreak,4.0
Codename: Panzers,14.0
Codename: Panzers - Phase II,19.5
Coderunner,2.0
Coffee Shop Tycoon,2.0
Coffin Dodgers,1.5
Coffin of Ashes,3.5
Cognition Episode 1: The Hangman,5.0
Cognition Episode 2: The Wise Monkey,3.0
Cognition Episode 3: The Oracle,3.5
Cognition Episode 4: The Cain Killer,2.5
Cogs,5.0
Coil,0.25
Coin Crypt,5.0
Cold Case Files,2.5
Cold Fear,7.0
Cold War,7.5
Cold Winter,7.0
Cold Zero: No Mercy,12.0
Colin McRae Rally (1998),10.0
Colin McRae Rally (2014),9.0
Colin McRae Rally 04,4.5
Colin McRae Rally 2.0,8.0
Colin McRae Rally 2005,4.0
Colin McRae Rally 3,7.0
Colin McRae: Dirt,13.0
Colin McRae: Dirt 2,15.0
Collapse (2008),10.0
Collapse: The Rage,3.5
Collar x Malice,9.5
Collisions,0.85
Colony Wars,6.5
Colony Wars: Red Sun,10.0
Colony Wars: Vengeance,8.0
Color Bombs,0.65
Color Guardians,5.5
Color Symphony,1.5
Color Zen,2.0
Colors! 3D,1.0
Colossal Cave Adventure,2.0
Colosseum: Road to Freedom,21.0
Colour Bind,8.0
Colt Express,0.43333333333333335
Columns,1.5
Coma,0.36666666666666664
Coma:Mortuary,0.9833333333333333
Comanche: Maximum Overkill,12.5
Combat,0.75
Combat Flight Simulator 3: Battle for Europe,28.0
Combat Task Force 121,2.5
Combat Wings: Battle of Britain,3.0
Combat of Giants: Dinosaurs 3D,5.0
Comedy Quest,1.5
Comet Crash,7.5
Comic Jumper: The Adventures of Captain Smiley,5.5
Coming Out Simulator 2014,0.3
Coming Out on Top,1.0
Comix Zone,2.0
Command & Conquer,19.5
Command & Conquer 3: Kane's Wrath,8.0
Command & Conquer 3: Tiberium Wars,23.5
Command & Conquer 4: Tiberian Twilight,8.0
Command & Conquer: Generals,15.0
Command & Conquer: Generals - Zero Hour,14.5
Command & Conquer: Red Alert,30.0
Command & Conquer: Red Alert - Counterstrike,16.0
Command & Conquer: Red Alert - Retaliation,32.0
Command & Conquer: Red Alert - The Aftermath,17.5
Command & Conquer: Red Alert 2,15.0
Command & Conquer: Red Alert 3,21.5
Command & Conquer: Red Alert 3 - Commander's Challenge,40.0
Command & Conquer: Red Alert 3 - Uprising,10.0
Command & Conquer: Renegade,9.5
Command & Conquer: The Covert Operations,4.0
Command & Conquer: Tiberian Sun,24.5
Command & Conquer: Tiberian Sun - Firestorm,14.0
Command & Conquer: Yuri's Revenge,14.5
Commander Blood,10.0
Commander Keen 1: Marooned on Mars,1.5
Commander Keen 3.5: Keen Dreams,2.0
Commander Keen 4: Secret of the Oracle,2.5
Commander Keen 5: The Armageddon Machine,2.0
Commander Keen 6: Aliens Ate My Baby Sitter!,3.0
Commander: Conquest of the Americas - Gold Edition,14.0
Commando,0.7
Commandos 2: Men of Courage,20.0
Commandos 3: Destination Berlin,12.0
Commandos: Behind Enemy Lines,23.0
Commandos: Beyond the Call of Duty,12.0
Commandos: Strike Force,10.0
Community College Hero: Trial by Fire,5.0
Company of Heroes,19.0
Company of Heroes 2,15.0
Company of Heroes 2: Ardennes Assault,8.5
Company of Heroes: Opposing Fronts,14.0
Company of Heroes: Tales of Valor,5.5
Comyu - Black Dragon in a Gentle Kingdom,26.0
Conan (2004),8.0
Conan (2007),6.0
Conan Exiles,17.5
Conan: The Mysteries of Time,0.8
Conarium,4.0
Conception II: Children of the Seven Stars,40.0
Conclusion,0.5833333333333334
Concrete Jungle,16.5
Concursion,0.4
Condemned 2: Bloodshot,9.0
Condemned: Criminal Origins,7.0
Conduit 2,6.5
Confess My Love,2.0
Confidential Mission,0.5
Conflicks: Revolutionary Space Battles,6.0
Conflict: Denied Ops,6.0
Conflict: Desert Storm,6.5
Conflict: Desert Storm II,7.0
Conflict: Global Storm,12.0
Conflict: Vietnam,10.0
ConflictCraft,2.0
Confrontation,10.5
Congestion 1024,3.0
Congestion 64,0.08333333333333333
Congo Bongo,0.3333333333333333
Congo the Movie: The Lost City of Zinj,1.5
Congo's Caper,2.0
Congresswolf,2.0
Conjuror's Eye,0.65
Conker's Bad Fur Day,10.5
Conker's Big Reunion,0.9166666666666666
Conker's Pocket Tales,4.5
Conker: Live & Reloaded,11.0
Connected Hearts,1.0
Conquest of Elysium 4,20.0
Conquests of Camelot: The Search for the Grail,4.5
Conquests of the Longbow: The Legend of Robin Hood,6.0
Consortium,4.5
Conspirocracy,3.5
Constant C,8.0
Constantine,7.5
Constellation Distantia,10.0
Construction Machines 2014,8.0
Construction Simulator 2015,60.0
Consummate: Missing World,3.5
Contact,11.5
Contagion,7.0
Containment,1.0
Containment: The Zombie Puzzler,3.0
Contender,6.0
Continue?9876543210,1.5
Continuously,7.5
Contra,0.95
Contra 4,3.5
Contra Advance: The Alien Wars EX,0.5166666666666667
Contra Force,1.0
Contra III: The Alien Wars,1.5
Contra ReBirth,1.0
Contra: Hard Corps,1.5
Contra: Legacy of War,0.8333333333333334
Contra: Shattered Soldier,2.0
Contra: The Alien Wars,1.0
Contract (2016),1.0
Contract J.A.C.K.,5.0
Contract With The Devil,4.5
Contradiction,6.5
Contraption Maker,12.5
Contrast,3.5
Convoy,5.5
"Cook, Serve, Delicious!",18.5
"Cook, Serve, Delicious! 2!!",22.5
Cooking Dash,12.5
Cooking Dash 3: Thrills & Spills,7.0
Cooking Mama,7.0
Cooking Mama 2: Dinner with Friends,5.5
Cooking Mama 3: Shop & Chop,20.0
Cooking Mama 4,7.0
Cooking Mama 5: Bon Appétit!,8.0
Cooking Mama: Cook Off,3.5
Cooking Mama: World Kitchen,4.5
Cool Ball,2.5
Cool Boarders 2,5.0
Cool Boarders 3,5.0
Cool Spot,2.0
Copoka,1.0
Coraline,4.0
Corgi Warlock,3.0
Corinne Cross's Dead & Breakfast,2.5
Cornerstone: The Song of Tyrim,9.0
Corona Blossom: Vol.1 - Gift From the Galaxy,9.5
Corporate Lifestyle Simulator,2.0
Corpse Party,10.0
Corpse Party -Rebuilt-,4.0
Corpse Party Zero,1.0
Corpse Party: Blood Drive,15.0
Corpse Party: Book of Shadows,14.0
Corpse of Discovery,2.5
Corridor 7: Alien Invasion,6.5
Corridor Z,8.0
Corrypt,2.0
Cortex Command,2.5
Corvette,6.5
Coryoon: Child of Dragon,0.8666666666666667
Cosmic Ark,0.5
Cosmic Carnage,0.75
Cosmic Conflict,0.06666666666666667
Cosmic DJ,1.0
Cosmic Fantasy 2,14.5
Cosmic Osmo and the Worlds Beyond the Mackerel,0.6333333333333333
Cosmic Smash,1.0
Cosmic Star Heroine,11.0
Cosmo Tank,2.5
Cosmo's Cosmic Adventure,2.0
Cosmonautica,10.0
Cossacks II: Battle for Europe,34.0
Cossacks II: Napoleonic Wars,32.5
Cossacks: Art of War,25.0
Cossacks: Back to War,25.0
Costume Quest,5.5
Costume Quest 2,6.5
Costume Quest Prototype,0.31666666666666665
Costume Quest: Grubbins on Ice DLC,2.0
Cotton 2: Magical Night Dreams,0.38333333333333336
Cotton Original,0.4166666666666667
Cotton: Fantastic Night Dreams,4.5
Countdown Vampires,9.5
Counter-Strike: Condition Zero Deleted Scenes,6.5
CounterSpy,2.5
Countryballs: Over The World,0.25
Courier Crisis,7.0
Covert Action,3.0
Covert Ops: Nuclear Dawn,12.5
Covetous,0.08333333333333333
Cowboy Kid,2.0
Crab Dub,1.5
Crack Down,0.7
Crackdown,10.5
Crackdown 2,7.0
Crackdown 2: Deluge Pack,1.5
Crackdown 3,6.5
Cradle,6.0
Craft the World,34.5
Crafting Mama,2.5
Cranium Conundrum,0.25
Crash & Spyro Superpack,10.5
Crash 'n the Boys: Street Challenge,3.0
Crash 'n' Burn,5.0
Crash Bandicoot,6.5
Crash Bandicoot 2: Cortex Strikes Back,6.0
Crash Bandicoot 2: N-Tranced,3.5
Crash Bandicoot 3: Warped,6.5
Crash Bandicoot N. Sane Trilogy,14.5
Crash Bandicoot Purple: Ripto's Rampage,3.0
Crash Bandicoot: The Huge Adventure,3.0
Crash Bandicoot: The Wrath of Cortex,8.0
Crash Bash,6.0
Crash Boom Bang!,4.0
Crash Commando,1.0
Crash Nitro Kart,7.0
Crash Tag Team Racing,7.0
Crash Team Racing,5.5
Crash Time 5: Undercover,8.5
Crash Time II,11.5
Crash Time III,7.5
Crash Twinsanity,5.0
Crash of the Titans,7.0
Crash: Mind over Mutant,5.5
Crashday,7.0
Crashday: Redline Edition,5.0
Crashlands,39.5
Crashmo,10.0
Crawl (2017),1.0
Crayon Physics Deluxe,4.0
Crazy Balloon,0.08333333333333333
Crazy Cars,1.0
Crazy Chicken: Pirates 3D,0.25
Crazy Freekick,0.75
Crazy Frog Racer,1.0
Crazy Frog Racer 2,0.7333333333333333
Crazy Fun: FootRock,1.0
Crazy Machines,5.5
Crazy Machines 2,22.0
Crazy Machines 3,5.0
Crazy Machines: Inventors Training Camp,1.5
Crazy Machines: New from the Lab,5.0
Crazy Market,8.5
Crazy Pirate,0.8833333333333333
