title,main_story
Leviathan: The Last Day of the Decade,6.5
Leviathan: Warships,4.0
Lew Pulsipher's Doomstar,1.0
LiEat,4.0
Liberation Maiden,1.5
Lichdom: Battlemage,14.5
Lichtspeer,4.0
Lieve Oma,0.31666666666666665
Life Beetle,0.25
Life Force,0.5
Life Goes On,4.5
Life Is Strange,14.0
Life Is Strange - Episode 1: Chrysalis,2.0
Life Is Strange - Episode 2: Out of Time,2.5
Life Is Strange - Episode 3: Chaos Theory,2.5
Life Is Strange - Episode 4: Dark Room,3.5
Life Is Strange - Episode 5: Polarized,3.0
Life Is Strange 2 - Episode 1: Roads,3.0
Life Is Strange 2 - Episode 2: Rules,3.0
Life Is Strange 2 - Episode 3: Wastelands,3.0
Life Is Strange: Before the Storm,10.0
Life Is Strange: Before the Storm - Bonus Episode: Farewell,1.0
Life Is Strange: Before the Storm - Episode 1: Awake,3.0
Life Is Strange: Before the Storm - Episode 2: Brave New World,3.0
Life Is Strange: Before the Storm - Episode 3: Hell is Empty,3.0
Life of Black Tiger,2.0
Life of Boris: Super Slav,0.5
Life of D. Duck,0.7
Life of Pixel,2.5
Lifeless Planet,5.0
Lifeline (2004),8.5
Lifeline (2015),2.0
Lifeline 2,3.0
Lifeline: Silent Night,2.0
Lifeline: Whiteout,2.5
Light,1.0
Light Apprentice,4.5
Light Crusader,5.0
Light Fall,3.5
Light Fantasy,20.0
Light Tracer,6.0
Lightblade VR,0.5333333333333333
Lightfish,2.5
Lighthouse: The Dark Being,8.0
Lightning Returns: Final Fantasy XIII,34.0
Lightning Warrior Raidy,6.0
Lightning Warrior Raidy II: Temple of Desire,11.5
Lightning Warrior Raidy III,11.5
Lightsaber Escape,0.08333333333333333
Like Clay,2.0
Lili,3.0
Lili: Child of Geos,2.5
Lilly Looking Through,2.0
Lilly and Sasha: Nexus of Souls,17.0
Lilo & Stitch 2: Hamsterviel Havoc,3.0
Lily of the Valley,1.0
Lily's Day Off,0.05
Limbo,3.5
Limits & Demonstrations,0.25
Line of Sight: Vietnam,6.0
"Linea, the Game",1.0
Linelight,4.0
Lines Free by Nestor Yavorskyy,0.3
Lines Infinite by Nestor Yavorskyy,3.0
Lines by Nestor Yavorskyy,0.9833333333333333
Linger in Shadows,0.8833333333333333
Link of Hearts,10.5
Link's Crossbow Training,1.5
Link: The Faces of Evil,2.5
Lion Quest,3.5
Lionessy Story,1.5
Lionheart (1993),5.0
Lionheart: Legacy of the Crusader,24.0
Liquid Kids,1.5
"Lisa ""The First""",1.5
Lisa: The Joyful,3.0
Little Big Adventure,12.0
Little Big Adventure 2,17.0
Little Briar Rose,1.5
Little Britain: The Video Game,2.0
Little Busters!,55.5
Little Deviants,3.0
Little Dragons Cafe,24.5
Little Farm,9.0
Little Inferno,3.0
Little King's Story,24.5
Little Kite,2.0
Little Nemo: The Dream Master,3.0
Little Nightmares,3.5
Little Nightmares - Complete Edition,6.0
Little Nightmares: The Depths DLC,0.9833333333333333
Little Nightmares: The Hideaway DLC,1.0
Little Nightmares: The Residence DLC,1.0
Little Ninja Brothers,13.5
Little Princess: Marl Oukoku no Ningyou Hime 2,18.0
Little Racers STREET,5.5
Little Red Lie,6.0
Little Red Riding Hood's Zombie BBQ,3.5
Little Samson,2.0
Little Witch Academia: Chamber of Time,22.5
LittleBigPlanet,9.0
LittleBigPlanet (PSP),6.0
LittleBigPlanet 2,6.5
LittleBigPlanet 3,5.5
LittleBigPlanet Karting,5.0
LittleBigPlanet PS Vita,7.0
LittleBigPlanet: Game of the Year Edition,8.0
Littlewitch Romanesque,20.0
Live A Live,15.5
Livelock,4.5
Liyla and the Shadows of War,0.25
Loaded,4.5
Loading Human: Chapter 1,4.5
Loading Screen Simulator,0.6166666666666667
Lobotomy Corporation,45.0
Lock 'n' Chase,0.6166666666666667
Lock's Quest,15.0
LocoCycle,4.5
LocoRoco,5.5
LocoRoco 2,7.0
LocoRoco Cocoreccho,0.5666666666666667
LocoRoco Hi,1.5
LocoRoco Midnight Carnival,3.5
LocoRoco Remastered,5.0
LocoSoccer,2.5
Lode Runner (1984),2.5
LogiGun,6.5
Logical Journey of the Zoombinis,1.0
Logistical: USA - Oregon,11.0
Loki: Heroes of Mythology,24.5
Lollipop Chainsaw,6.5
London 2012: The Official Video Game,4.5
London Detective Mysteria,13.5
Lone Echo,6.0
Lone Leader,2.0
Lone Soldier,0.8166666666666667
Lone Survivor,4.0
Lone Wolf - Book I: Flight From The Dark,1.0
Lone Wolf - Book II: Fire On The Water,1.5
Lonewolf,6.0
Long Live the Queen,4.0
Long Night,1.5
Longest Night,0.26666666666666666
Loom,3.0
Looney Tunes,1.5
Looney Tunes B-Ball,0.25
Looney Tunes Collector: Alert!,2.5
Looney Tunes Racing,2.0
Looney Tunes: Acme Arsenal,3.5
Looney Tunes: Cartoon Conductor,4.0
Looney Tunes: Duck Amuck,3.5
Looney Tunes: Marvin Strikes Back!,2.5
Looney Tunes: Sheep Raider,5.5
Looney Tunes: Space Race,3.5
LoonyLand: Halloween Hill,3.5
Loot Box Quest,3.0
Loot Hero DX,0.3333333333333333
Loot Hound,2.5
Loot Hunter,6.0
Loot Rascals,14.0
Lord of Arcana,24.5
Lord of Magna: Maiden Heaven,20.5
Lords of Chaos,5.0
Lords of Magic,4.0
Lords of Thunder,1.5
Lords of Xulima,56.0
Lords of the Fallen,14.5
Lords of the Fallen: Ancient Labyrinth DLC,1.5
Lords of the Realm,8.0
Lords of the Realm II,30.0
Lorelai,5.5
Loren the Amazon Princess,11.0
Lost Artifacts,8.5
Lost Base Escape,0.08333333333333333
Lost Castle,9.5
Lost Chronicles of Zerzura,9.0
Lost Civilization,2.5
Lost Constellation,1.0
Lost Dimension,16.5
Lost Echo,5.0
Lost Eden,4.0
Lost Grimoires 2: Shard of Mystery,2.0
Lost Grimoires: Stolen Kingdom,2.5
Lost Horizon,10.5
Lost Horizon 2,6.0
Lost In Vivo,3.0
Lost Journey,5.0
Lost Jumping Frog,0.3333333333333333
Lost Kingdoms,5.5
Lost Kingdoms II,9.5
Lost Lands: Dark Overlord,4.0
Lost Lands: Ice Spell,5.5
Lost Lands: The Four Horsemen,6.0
Lost Lands: The Golden Curse,5.0
Lost Lands: The Wanderer,7.5
Lost Legends: The Weeping Woman,1.5
Lost Marbles,1.5
Lost Moon,0.85
Lost Odyssey,50.0
Lost Planet 2,10.5
Lost Planet 3,10.5
Lost Planet: Extreme Condition,8.0
Lost Sea,5.5
Lost Sphear,26.5
Lost Within,4.5
Lost girl's [diary],0.6166666666666667
Lost in Blue: Shipwrecked,16.0
Lost in Harmony,1.5
Lost in Secular Love,3.0
Lost in Shadow / A Shadow's Tale,12.0
Lost in Space (2018),0.016666666666666666
Lost in Time,4.0
Lost: Via Domus,5.5
LostMagic,11.0
LostWinds,2.5
LostWinds: Winter of the Melodias,3.5
Lotus Challenge,2.5
Lotus Esprit Turbo Challenge,2.0
Lotus Turbo Challenge 2,10.0
Loud On Planet X,3.0
Love (2014),0.55
Love Hina Advance,2.0
Love Live! School Idol Festival,2.5
Love Ribbon,3.5
Love Thyself - A Horatio Story,1.0
Love Witches,0.95
Love You To Bits,3.0
Love at First Sight,1.5
Love's Sweet Garnish,6.0
Love+,0.35
LoveKami: Divinity Stage,2.5
LoveKami: Healing Harem,3.0
LoveKami: Useless Goddess,2.0
LovePlus,8.0
Lovecraft's Untold Stories,4.0
Lovely Planet,3.0
Lovers In A Dangerous Spacetime,5.5
Lovers of Aether,2.0
Lowglow,3.0
Lucah: Born of a Dream,7.0
Lucha Libre AAA: Héroes del Ring,2.5
Lucid,5.5
Lucid9,9.0
Lucidity,2.0
Lucienne's Quest,13.5
Lucius,6.0
Lucius Demake,3.0
Lucius II,6.0
Lucius III,5.0
Luckslinger,3.5
Lucky Luke,2.0
Lucky Luke: Wanted!,3.0
Lucky Luke: Western Fever,5.0
Lucky's Tale,4.5
Lucy Got Problems,3.0
Lucy: The Eternity She Wished For,5.0
Ludo Supremo,2.0
Ludwig,7.0
Lufia & the Fortress of Doom,25.5
Lufia II: Rise of the Sinistrals,26.0
Lufia: Curse of the Sinistrals,16.5
Lufia: The Legend Returns,29.5
Lufia: The Ruins of Lore,41.5
Luftrausers,4.0
Lugaru HD,2.0
Luigi's Mansion,6.0
Luigi's Mansion: Dark Moon,14.0
Lula: The Sexy Empire,17.0
Lumber Island: Chapter 1,0.3
Lumber Island: That Special Place,2.0
Lume,0.8833333333333333
Lumines,9.0
Lumines II,14.0
Lumines Remastered,2.0
Lumines: Electronic Symphony,3.0
Lumini,1.5
Lumino City,4.5
Luminous Arc,23.0
Luminous Arc 2,34.5
Lumo,5.0
Luna (2017),1.0
Lunacy,4.0
Lunar 2: Eternal Blue Complete,35.0
Lunar Flight,7.5
Lunar Jetman,0.7666666666666667
Lunar Knights,11.0
Lunar Lander,0.08333333333333333
Lunar Legend,17.0
Lunar Rescue,0.38333333333333336
Lunar: Dragon Song,20.0
Lunar: Eternal Blue,31.5
Lunar: Silver Star Harmony,27.0
Lunar: Silver Star Story Complete,27.0
Lunar: The Silver Star,19.5
Lunnye Devitsy,2.5
Lup,0.75
Lupin the 3rd: Treasure of the Sorcerer King,15.5
Lurking,0.5833333333333334
Lust for Darkness,2.5
Lux Delux,0.6166666666666667
Lux-Pain,17.0
Luxor,8.0
Luxor 2,4.0
Luxor 3,7.0
Luxor Evolved,3.5
Luxor HD,16.0
Luxor: 5th Passage,6.5
Luxor: Amun Rising,5.0
Luxor: Pharaoh's Challenge,10.5
Luxor: Quest for the Afterlife,5.0
Luxor: The Wrath of Set,13.0
Luxuria Superbia,1.0
Lydia,0.85
Lylian: Paranoid Friendship,1.5
Lyric Sonata,0.25
M&M's Kart Racing,2.5
M.A.X.: Mechanized Assault and Exploration,20.0
M.C. Kids,1.0
M.I.A.: Missing In Action (1998),9.0
M.I.A.: Mission in Asia,3.0
M.U.L.E.,6.0
M.U.S.H.A.,1.5
MAG,42.5
MANOS: The Hands of Fate,0.85
MDK,4.5
MDK2,8.5
METAGAL,2.0
MIB: Alien Crisis,3.0
MINERVA,2.5
MISSING: An Interactive Thriller - Episode One,0.7833333333333333
MLB 16: The Show,39.0
MOAI 2: Path to Another World,14.0
MOAI: Build Your Dream,8.0
MONMUSU,1.0
MRC: Multi-Racing Championship,0.35
MS Saga: A New Dawn,42.5
MTX Mototrax,8.0
MUD - FIM Motocross World Championship,13.0
MUHAMMAD The Verwourren Worlds,0.25
MURI,0.8833333333333333
MUSYNC,6.0
MUTATION PHASE,0.8333333333333334
MX Unleashed,3.0
MX vs. ATV Alive,15.0
MX vs. ATV Reflex,19.0
MX vs. ATV Supercross,8.0
MX vs. ATV: Untamed,12.0
MXGP: The Official Motocross Videogame,12.0
MacGuffin,0.55
MacGuffin's Curse,9.5
Macbat 64,0.6666666666666666
Mace Griffin: Bounty Hunter,13.0
Mace: The Dark Age,0.55
Machina of the Planet Tree: Planet Ruler,8.0
Machinarium,5.0
Machine Hunt,1.0
Machine Knight,14.0
Macross Digital Mission VF-X 2,9.0
Mad Bullets,3.0
Mad Dash Racing,2.0
Mad Dog II: The Lost Gold,0.4666666666666667
Mad Dog McCree,1.5
Mad Driver,0.38333333333333336
Mad Father,3.0
Mad Games Tycoon,26.0
Mad Maestro!,1.5
Mad Max (1990),0.95
Mad Max (2015),19.5
Mad Riders,4.0
Mad Stalker: Full Metal Force,0.5833333333333334
Mad TV,5.5
Mad Tracks,3.0
MadWorld,5.5
Madagascar,5.5
Madagascar Kartz,0.9166666666666666
Madagascar: Escape 2 Africa,6.0
Madagascar: Operation Penguin,2.0
Madballs in Babo: Invasion,4.0
Made Man: Confessions of the Family Blood,6.0
Madou Monogatari I,18.0
Maerchen Adventure Cotton 100%,0.6333333333333333
Maestro! Jump in Music,2.0
Mafia II,12.0
Mafia II - Jimmy's Vendetta DLC,5.5
Mafia II - Joe's Adventures DLC,6.0
Mafia II - The Betrayal of Jimmy DLC,6.0
Mafia II Mobile,2.0
Mafia III,22.0
"Mafia III - Faster, Baby! DLC",2.0
Mafia III - Sign of the Times DLC,2.5
Mafia III - Stones Unturned DLC,2.5
Mafia: The City of Lost Heaven,16.0
Mag Max,0.5166666666666667
Mage Gauntlet,7.0
Mages of Mystralia,9.0
Magi Nation,16.0
Magi Trials,2.0
MagiCat,15.0
Magic Carpet,6.5
Magic Carpet 2: The Netherworlds,9.5
Magic Duels: Origins,14.0
Magic Girl,0.5166666666666667
Magic Knight Rayearth,13.0
Magic Knight Rayearth (SNES),7.0
Magic Orbz,10.0
Magic Pengel: The Quest for Color,14.0
Magic Pockets,8.0
Magic Potion Explorer,1.5
Magic Sword,1.0
Magic Wand,1.5
Magic: The Gathering (1997),22.5
Magic: The Gathering - Battlegrounds,14.0
Magic: The Gathering - Duels of the Planeswalkers,8.0
Magic: The Gathering - Duels of the Planeswalkers 2012,15.0
Magic: The Gathering - Duels of the Planeswalkers 2013,13.0
Magic: The Gathering - Duels of the Planeswalkers 2013 Expansion,2.5
Magic: The Gathering - Duels of the Planeswalkers 2014,11.0
Magic: The Gathering - Duels of the Planeswalkers 2015,8.5
Magic: The Gathering Arena,30.0
Magical Battle Festa,2.5
Magical Chase,0.6166666666666667
Magical Diary,5.0
Magical Drop,1.0
Magical Drop 2,2.0
Magical Drop 3,1.0
Magical Drop V,1.5
Magical Marriage Lunatics,14.0
Magical Night Dreams: Cotton Boomerang,1.5
Magical Otoge Ciel,3.0
Magical Pop'n,4.0
Magical Starsign,26.0
Magical Tetris Challenge,0.5
Magical Vacation,45.0
Magical Witch Bell and Her Non-Magical Friends,0.2833333333333333
Magician,4.0
Magician Lord,2.0
Magicians and Looters,4.5
Magicite,23.5
Magicka,10.5
Magicka 2,6.0
Magicka: Dungeons and Daemons DLC,0.9
Magicka: Dungeons and Gargoyles DLC,0.6333333333333333
Magicka: The Other Side of the Coin DLC,1.0
Magicka: The Stars Are Left DLC,2.5
Magicka: Vietnam DLC,1.0
Magicka: Wizards of the Square Tablet,2.0
Magna Braban: Henreki no Yusha,18.0
Magna Carta: Tears of Blood,41.5
MagnaCarta II,40.0
Magnetic By Nature,2.0
Magnetic: Cage Closed,3.5
Magnetica,10.0
Magnifico,0.7833333333333333
Magrunner: Dark Pulse,8.0
Magus,3.0
Mahjong Tales: Ancient Wisdom,6.0
Mahjongg Investigations: Under Suspicion,8.0
Maidens of a Hollow Dream,0.6666666666666666
Mainland,2.0
Mainlining,5.0
Maitetsu,9.0
Maize,3.5
Majesty 2: Kingmaker,11.5
Majesty 2: Monster Kingdom,15.0
Majesty 2: The Fantasy Kingdom Sim,15.0
Majesty: Gold Edition,23.0
Majesty: The Fantasy Kingdom Sim,17.5
Majin and the Forsaken Kingdom,14.0
Major Mayhem,2.5
Major Minor's Majestic March,4.0
Major\Minor,6.5
Majotori,1.5
Makai Kingdom: Chronicles of the Sacred Tome,24.5
Make It Indie!,0.31666666666666665
Maken X,6.0
Maldita Castilla,2.5
Malicious,3.0
Malicious Rebirth,6.0
Mall Of America Tycoon,4.5
Man of Steel,2.0
Man vs. Wild,4.0
Mana Khemia 2: Fall of Alchemy,38.0
Mana Khemia: Alchemists of Al-Revis,43.0
Mana Khemia: Student Alliance,10.0
ManaCollect,3.0
Mandagon,0.6
Manhunt,11.5
Manhunt 2,8.0
Manhunter,4.0
Manhunter: New York,4.0
Maniac Mansion,2.5
Manifest 99,0.5
Manticore: Galaxy on Fire,8.0
Manual Samuel,2.0
Marathon,7.5
Marathon 2: Durandal,5.5
Marathon Infinity,6.0
Marauder,35.5
Marble Blast Ultra,7.0
Marble It Up!,2.0
Marble Madness,0.6333333333333333
Marble Mayhem: Fragile Ball,1.5
Marc Ecko's Getting Up: Contents Under Pressure,12.0
Marginalia Hero,10.0
Marie's Room,0.6833333333333333
Marine Raider,0.3333333333333333
Marine Sharpshooter II: Jungle Warfare,4.5
Mario & Luigi: Bowser's Inside Story,22.0
Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,25.0
Mario & Luigi: Dream Team,40.5
Mario & Luigi: Paper Jam,27.0
Mario & Luigi: Partners in Time,18.0
Mario & Luigi: Superstar Saga,19.0
Mario & Luigi: Superstar Saga + Bowser's Minions,20.0
Mario & Sonic at the London 2012 Olympic Games,7.0
Mario & Sonic at the Olympic Games,6.5
Mario & Sonic at the Olympic Winter Games,5.0
Mario & Sonic at the Rio 2016 Olympic Games,4.0
Mario & Wario,4.0
Mario + Rabbids Kingdom Battle,21.0
Mario + Rabbids Kingdom Battle - Donkey Kong Adventure,7.0
Mario Bros.,1.5
Mario Clash,5.0
Mario Golf,9.0
Mario Golf (GB),12.0
Mario Golf: Advance Tour,10.0
Mario Golf: Toadstool Tour,8.0
Mario Golf: World Tour,7.5
Mario Hoops 3-on-3,5.0
Mario Kart 64,5.5
Mario Kart 7,9.0
Mario Kart 8,5.5
Mario Kart 8 - Animal Crossing DLC,0.55
Mario Kart 8 - The Legend of Zelda DLC,0.5666666666666667
Mario Kart 8 Deluxe,5.5
Mario Kart DS,4.5
Mario Kart Wii,5.5
Mario Kart: Double Dash!!,7.0
Mario Kart: Super Circuit,4.0
Mario Party,9.0
Mario Party 10,3.0
Mario Party 2,7.0
Mario Party 3,8.5
Mario Party 4,9.5
Mario Party 5,11.5
Mario Party 6,14.0
Mario Party 7,11.0
Mario Party 8,4.5
Mario Party 9,5.0
Mario Party Advance,5.0
Mario Party DS,6.5
Mario Party: Island Tour,2.0
Mario Party: Star Rush,4.0
Mario Party: The Top 100,3.5
Mario Pinball Land,3.0
Mario Power Tennis,4.0
Mario Sports Mix,6.5
Mario Sports Superstars,4.0
Mario Strikers Charged,10.5
Mario Super Sluggers,5.0
Mario Superstar Baseball,3.0
Mario Tennis,7.5
Mario Tennis (GB),9.5
Mario Tennis Aces,5.0
Mario Tennis Open,6.0
Mario Tennis: Power Tour,8.0
Mario Tennis: Ultra Smash,5.5
Mario and Donkey Kong: Minis on the Move,5.0
Mario is Missing!,2.0
Mario vs. Donkey Kong,5.0
Mario vs. Donkey Kong 2: March of the Minis,4.5
Mario vs. Donkey Kong: Mini-Land Mayhem!,5.0
Mario vs. Donkey Kong: Minis March Again!,3.0
Mario vs. Donkey Kong: Tipping Stars,4.0
Mario's Picross,14.0
Mario's Tennis,1.0
Mario's Time Machine,0.75
Mark of the Ninja,8.0
Mark of the Ninja: Remastered,7.5
Mark of the Ninja: Special Edition DLC,1.0
Marlow Briggs and the Mask of Death,6.0
Mars Odyssey,0.75
Mars: War Logs,9.0
Marsupilami,10.0
Martian Middle School Dance,0.08333333333333333
Martian Panic,2.0
Maru's Mission,0.6333333333333333
Marvel Avengers: Battle for Earth,1.5
Marvel Nemesis: Rise of the Imperfects,4.5
Marvel Puzzle Quest: Dark Reign,25.0
Marvel Super Hero Squad,4.5
Marvel Super Hero Squad: Comic Combat,4.0
Marvel Super Heroes,1.0
Marvel Super Heroes vs. Street Fighter,0.8333333333333334
Marvel Super Heroes: War of the Gems,1.5
Marvel vs. Capcom 2,1.5
Marvel vs. Capcom 3: Fate of Two Worlds,1.5
Marvel vs. Capcom Origins,2.0
Marvel vs. Capcom: Clash of Super Heroes,1.0
Marvel vs. Capcom: Infinite,3.5
Marvel's Spider-Man,16.5
Marvel's Spider-Man: Silver Lining,2.0
Marvel's Spider-Man: The Heist,2.5
Marvel's Spider-Man: Turf Wars,2.0
Marvel: Ultimate Alliance,13.0
Marvel: Ultimate Alliance 2,9.0
Marvelous: Another Treasure Island,13.0
Marvin's Mittens,2.0
Mary King's Riding Star,4.0
Mary Skelter: Nightmares,48.0
Masha Rescues Grandma,0.65
Mashed: Drive to Survive,3.5
Masochisia,2.0
Masquerada: Songs and Shadows,13.5
Mass Destruction,3.0
Mass Effect,17.0
Mass Effect 2,24.5
Mass Effect 2: Arrival DLC,2.0
Mass Effect 2: Firewalker Pack DLC,2.0
Mass Effect 2: Kasumi DLC,1.5
Mass Effect 2: Lair of the Shadow Broker DLC,2.0
Mass Effect 2: Normandy Crash Site DLC,0.5
Mass Effect 2: Overlord DLC,2.0
Mass Effect 2: Zaeed - The Price of Revenge DLC,0.95
Mass Effect 3,24.0
Mass Effect 3: Citadel DLC,4.0
Mass Effect 3: Extended Cut DLC,2.0
Mass Effect 3: From Ashes DLC,1.0
Mass Effect 3: Leviathan DLC,2.5
Mass Effect 3: Omega DLC,3.0
Mass Effect Galaxy,1.5
Mass Effect: Andromeda,19.0
Mass Effect: Bring Down the Sky DLC,1.5
Mass Effect: Infiltrator,4.0
Mass Effect: Pinnacle Station DLC,1.5
Massive Chalice,16.0
Massive Cleavage vs Zombies,0.6833333333333333
Master Levels for Doom II,7.0
Master Reboot,4.0
Master Spy,1.0
Master of Magic (1994),7.5
Master of Orion (1993),8.0
Master of Orion (2016),16.0
Master of Orion II: Battle at Antares,9.0
Master of Orion III,30.0
Master of Weapon,0.43333333333333335
Master of the Monster Lair,15.0
Masterful Justice Schronicles,0.9333333333333333
Masters of Anima,5.5
Masters of the Universe - He-Man: Power of Grayskull,3.0
Mat Hoffman's Pro BMX,12.0
Mata Hari,7.0
Mata Nui Online Game,4.0
Mata Nui Online Game II: The Final Chronicle,3.5
Material Girl,4.5
Math Blaster Episode I: In Search of Spot,1.0
Math Blaster: Ages 6-9,3.5
Math Rescue,3.0
Matrimelee,0.7166666666666667
Matt Hazard: Blood Bath and Beyond,3.0
Matterfall,4.0
Maui,0.5
Max & the Magic Marker,2.5
Max Gentlemen,0.25
Max Payne,8.5
Max Payne 2: The Fall of Max Payne,6.5
Max Payne 3,10.0
Max Stern,4.5
"Max, an Autistic Journey",4.0
Max: The Curse of Brotherhood,6.0
Maximo vs. Army of Zin,9.0
Maximo: Ghosts to Glory,8.5
Maximum Force,0.8333333333333334
May's Mystery: Forbidden Memories,15.0
Mayhem 3D,5.5
Mayjasmine Episode 01 - What is God?,6.0
Maze Lord,3.5
Mazer,1.0
Mazin Saga: Mutant Fighter,2.0
McDROID,7.5
McDonald's Treasure Land Adventure,1.5
McPixel,1.5
Me & My Katamari,7.0
Meadowland,0.8666666666666667
Measurement Problem,1.5
Meat Boy,1.0
MechAssault,8.0
MechAssault 2: Lone Wolf,6.5
MechAssault: Phantom War,7.5
MechCommander,16.5
MechCommander 2,19.5
MechCorp,7.0
MechWarrior 2: 31st Century Combat,8.0
MechWarrior 2: Ghost Bear's Legacy,4.0
MechWarrior 2: Mercenaries,20.0
MechWarrior 3,8.0
MechWarrior 4: Black Knight,7.0
MechWarrior 4: Vengeance,10.5
Mecha Ace,4.0
Mecha Ritz: Steel Rondo,0.7166666666666667
MechaNika,2.0
Mechanic Escape,4.5
Mechanized Attack,5.0
Mechoecho,4.5
Mechstermination Force,4.0
Medabots AX: Rokusho/Metabee,7.0
Medabots: Metabee,31.0
Medabots: Rokusho,35.0
Medal of Honor (1999),7.0
Medal of Honor (2010),5.0
Medal of Honor: Airborne,6.0
Medal of Honor: Allied Assault,9.5
Medal of Honor: Allied Assault - Breakthrough,6.0
Medal of Honor: Allied Assault - Deluxe Edition,11.0
Medal of Honor: Allied Assault - Spearhead,3.5
Medal of Honor: European Assault,6.0
Medal of Honor: Frontline,9.5
Medal of Honor: Heroes,2.0
Medal of Honor: Heroes 2,5.0
Medal of Honor: Infiltrator,3.0
Medal of Honor: Pacific Assault,8.5
Medal of Honor: Rising Sun,8.0
Medal of Honor: Underground,12.0
Medal of Honor: Vanguard,3.5
Medal of Honor: Warfighter,5.5
MediEvil,6.0
MediEvil 2,5.5
MediEvil: Resurrection,9.5
Medieval II: Total War,32.0
Medieval II: Total War: Kingdoms,18.5
Medieval: Total War,37.0
Medieval: Total War - Viking Invasion,9.0
Medusa's Labyrinth,0.55
Meet the Robinsons,2.0
Mega Bomberman,3.5
Mega Coin Squad,1.0
Mega Lo Mania,15.0
Mega Man,3.0
Mega Man & Bass,6.0
Mega Man (Game Gear),1.0
Mega Man (PC),0.9166666666666666
Mega Man 10,2.0
Mega Man 11,4.5
Mega Man 2,3.0
Mega Man 2: The Power Fighters,0.6666666666666666
Mega Man 3,3.5
Mega Man 4,3.0
Mega Man 5,3.0
Mega Man 6,2.5
Mega Man 7,4.5
Mega Man 8,4.0
Mega Man 9,3.5
Mega Man Battle Chip Challenge,20.0
Mega Man Battle Network,13.5
Mega Man Battle Network 2,17.5
Mega Man Battle Network 3,23.5
Mega Man Battle Network 4,19.0
Mega Man Battle Network 5,23.5
Mega Man Battle Network 6,22.0
Mega Man II (Game Boy),1.0
Mega Man III (Game Boy),3.0
Mega Man IV (Game Boy),3.0
Mega Man Legends,7.0
Mega Man Legends 2,10.0
Mega Man Maverick Hunter X,4.0
Mega Man Network Transmission,8.0
Mega Man Powered Up,3.5
Mega Man Revolution,2.0
Mega Man Star Force,17.0
Mega Man Star Force 2,18.5
Mega Man Star Force 3,19.0
Mega Man Unlimited,5.0
Mega Man V (Game Boy),2.5
Mega Man X,3.5
Mega Man X2,4.5
Mega Man X3,5.0
Mega Man X4,4.0
Mega Man X5,4.0
Mega Man X6,5.0
Mega Man X7,4.5
Mega Man X8,4.0
Mega Man X: Command Mission,18.5
Mega Man Xtreme,1.5
Mega Man Xtreme 2,1.5
Mega Man ZX,9.0
Mega Man ZX Advent,7.0
Mega Man Zero,3.0
Mega Man Zero 2,3.0
Mega Man Zero 3,2.0
Mega Man Zero 4,2.0
Mega Man: Dr. Wily's Revenge,2.0
Mega Man: The Power Battle,0.5333333333333333
Mega Man: The Wily Wars,10.0
Mega Turrican,2.0
Mega Twins,0.6
MegaTagmension Blanc + Neptune VS Zombies,6.5
Megabyte Punch,7.0
Megadimension Neptunia VII,35.0
Megamagic: Wizards of the Neon Age,9.0
Megaman: 8-Bit Deathmatch,6.5
Megamania,0.8833333333333333
Megami Tensei Gaiden: Last Bible II,9.5
Megamind: The Blue Defender,4.0
Megamind: Ultimate Showdown,3.0
Megapolis,7.0
Megaton Rainfall,2.0
MeiQ: Labyrinth of Death,19.5
Mekorama,3.0
Melissa K. and the Heart of Gold,5.0
Melody's Escape,5.0
Melon Journey,0.65
Meltdown,3.0
Melty Blood: Actress Again - Current Code,0.6
Meltys Quest,5.5
Membrane,3.5
Memento Mori,8.0
Memento Mori (Doom 2 WAD),6.0
Memento Mori 2,17.5
Memoranda,4.0
Memoria,8.5
Memories of A Vagabond,3.0
Memory Oblivion Box,5.0
Memory's Dogma CODE:01,9.0
Men In Black: The Series,0.4666666666666667
Men in Black: The Game,4.0
Men of Valor,9.0
Men of War,43.5
Men of War: Condemned Heroes,17.0
Men of War: Red Tide,37.5
Mendel Palace,1.0
Menzoberranzan,11.0
Meow-Jong Solitaire,5.5
Mercedes-Benz World Racing,10.0
Mercenaries 2: World in Flames,17.5
Mercenaries Saga 2,14.0
Mercenaries Saga 3: Gray Wolves of War,15.5
Mercenaries Saga Chronicles,48.5
Mercenaries Wings: The False Phoenix,24.0
Mercenaries: Playground of Destruction,20.5
Mercenary Force,0.9166666666666666
Mercenary Kings,19.0
Merchants of Brooklyn,4.0
Mercs (1991),1.5
Meridian: Age of Invention,5.5
Meridian: New World,9.0
Mermaid Swamp,3.0
Merry Gear Solid 2: The Ghosts of Christmas Past,2.5
Merry Gear Solid: Secret Santa,0.35
Merry Glade,0.9833333333333333
Message Quest,1.0
Messiah,8.0
MetaHuman Inc.,6.5
Metal Arms: Glitch in the System,12.0
Metal Black,0.7166666666666667
Metal Combat: Falcon's Revenge,0.9833333333333333
Metal Dead,3.5
Metal Dungeon,8.0
Metal Gear,4.0
Metal Gear (MSX),4.0
Metal Gear 2: Solid Snake,6.0
Metal Gear Acid,20.5
Metal Gear Acid 2,14.0
Metal Gear Rising: Revengeance,7.0
Metal Gear Rising: Revengeance - Blade Wolf DLC,1.0
